dataset,metric,method_a,method_b,median_a,median_b,median_diff,p_two_sided,sig_bonferroni
4site_TRPB,max_fitness,AlphaVariant,AiCE,0.884214174,0.6655259675,0.21868820649999998,1.9471406736966292e-05,True
4site_TRPB,max_fitness,AlphaVariant,EVOLVEpro,0.884214174,0.6221049574999999,0.2621092165000001,8.009374141693115e-08,True
4site_TRPB,max_fitness,AlphaVariant,Random,0.922559227,0.610289724,0.312269503,3.725290298461914e-09,True
4site_TRPB,max_fitness,ftMLDE,CLADE,0.87050825,0.841000643,0.02950760699999999,0.6563694516404155,False
4site_TRPB,max_fitness,ftMLDE,FLEXS,0.87050825,0.813543058,0.05696519199999994,0.6539898392859143,False
4site_TRPB,max_fitness,ftMLDE,GreedyWalk,0.87050825,0.752894791,0.11761345899999998,0.005619377011190271,False
4site_TRPB,max_fitness,ftMLDE,AiCE,0.87050825,0.6655259675,0.20498228249999995,0.00015823409370266872,True
4site_TRPB,max_fitness,ftMLDE,EVOLVEpro,0.87050825,0.6221049574999999,0.24840329250000004,1.30385160446167e-07,True
4site_TRPB,max_fitness,ftMLDE,Random,0.895147379,0.610289724,0.28485765499999993,3.725290298461914e-09,True
4site_TRPB,max_fitness,CLADE,FLEXS,0.841000643,0.813543058,0.02745758499999995,0.7931780850207798,False
4site_TRPB,max_fitness,CLADE,GreedyWalk,0.841000643,0.752894791,0.08810585199999998,0.10848233965778405,False
4site_TRPB,max_fitness,CLADE,AiCE,0.841000643,0.6655259675,0.17547467549999995,9.403096849143567e-05,True
4site_TRPB,max_fitness,CLADE,EVOLVEpro,0.841000643,0.6221049574999999,0.21889568550000005,2.60770320892334e-08,True
4site_TRPB,max_fitness,CLADE,Random,0.841000643,0.610289724,0.23071091899999996,3.725290298461914e-09,True
4site_TRPB,max_fitness,FLEXS,GreedyWalk,0.813543058,0.752894791,0.06064826700000003,0.0046087952739956575,False
4site_TRPB,max_fitness,FLEXS,AiCE,0.813543058,0.6655259675,0.1480170905,0.0001180008247604224,True
4site_TRPB,max_fitness,FLEXS,EVOLVEpro,0.813543058,0.6221049574999999,0.1914381005000001,2.0489096641540527e-07,True
4site_TRPB,max_fitness,FLEXS,Random,0.832570233,0.610289724,0.22228050899999996,9.313225746154785e-08,True
4site_TRPB,max_fitness,GreedyWalk,AiCE,0.752894791,0.6655259675,0.08736882349999997,0.015875627232967916,False
4site_TRPB,max_fitness,GreedyWalk,EVOLVEpro,0.752894791,0.6221049574999999,0.13078983350000006,8.326023817062378e-07,True
4site_TRPB,max_fitness,GreedyWalk,Random,0.752894791,0.610289724,0.14260506699999997,7.711350917816162e-07,True
4site_TRPB,max_fitness,AiCE,EVOLVEpro,0.6655259675,0.6221049574999999,0.04342101000000009,0.0032229889184236526,False
4site_TRPB,max_fitness,AiCE,Random,0.643078721,0.610289724,0.03278899699999993,0.004421273662225049,False
4site_TRPB,max_fitness,EVOLVEpro,Random,0.624315484,0.610289724,0.014025759999999998,0.9490697756409645,False
